Gene_ID	DMSO_24h_rep1	DMSO_24h_rep2	GSK591_24h_rep1	GSK591_24h_rep2
RPL31P56	0	0	0	0
IRX6	0	0	0	3
RN7SL841P	0	0	0	0
LOC105371278	0	0	0	0
MTND5P34	0	0	0	0
LOC105371277	9	7	9	13
LOC124903692	56	36	22	42
IRX5	1959	1815	1883	2020
CRNDE	2003	2050	1912	2163
LOC105371276	0	0	0	0
LOC105371275	34	22	9	36
LOC101927480	0	0	0	0
LOC105371274	10	5	6	4
LINC02183	0	0	0	0
LOC105371272	2	3	0	8
LINC02140	0	0	0	0
IRX3	4518	4338	4271	4679
LINC02169	0	0	0	0
LOC105371271	196	154	120	125
FTO-IT1	3	4	2	3
LOC124903691	0	0	0	0
FTO	9783	10068	9438	10337
RPGRIP1L	2771	2722	2453	2660
LOC105371269	0	0	1	0
LOC105371268	0	0	0	0
LOC124903690	2	0	1	2
AKTIP	2373	2508	2039	2482
RNU6-1153P	0	0	0	0
RBL2	12585	11530	11220	11393
LOC102723373	363	363	363	357
MPHOSPH10P1	0	0	2	2
LOC101929000	0	0	0	0
RNA5SP427	0	0	2	1
LOC124903784	4	6	2	7
LOC100421174	98	88	62	112
LOC100310835	0	0	2	0
CHD9	19170	19748	18509	21400
LOC105371267	98	92	78	90
LOC100128523	4	2	0	8
LOC100288763	0	0	0	0
PHB1P21	1	0	0	1
LOC146253	63	62	48	60
LOC105371264	0	0	0	0
LOC105371265	0	0	0	0
CASC16	0	0	0	0
TOX3	0	0	0	0
LOC105371262	0	0	0	0
LOC107984901	0	0	0	0
LOC107983961	0	0	0	0
CASC22	0	0	0	0
LOC105371261	0	0	0	0
LINC02180	0	0	0	0
LINC00919	0	0	0	0
LINC02911	0	0	0	0
LOC105371259	0	0	0	0
LOC124903765	0	0	0	0
LINC01571	0	0	0	0
LOC105371257	0	0	0	0
RN7SKP142	0	0	0	0
HNRNPA1L3	1901	1760	2000	1657
LOC107984892	10	0	0	8
LOC102723323	2	0	0	0
LOC105371256	0	0	0	0
LOC107984886	0	0	0	0
UNGP1	0	0	0	0
SALL1	0	0	0	0
LOC105371253	0	0	0	0
SOD1P2	0	0	0	0
LOC107984887	0	0	0	0
LOC107984903	0	0	0	0
LINC02127	0	0	0	0
LOC124903775	0	0	0	0
LINC02128	0	0	0	0
LOC112267895	6	10	0	4
RNA5SP426	0	0	0	0
LINC02168	0	4	0	0
LOC105371251	0	0	0	0
MIR3181	3	4	4	2
CYLD	6699	6076	6302	6535
CYLD-AS1	5	11	11	13
LOC124903774	1	0	0	2
NOD2	206	192	174	239
LOC101927272	0	0	0	0
SNX20	0	0	0	0
LOC124903773	0	0	0	0
NKD1	143	245	208	207
LOC124903771	0	0	0	0
LOC124903772	0	0	0	0
LOC124903770	0	0	0	0
LINC02178	39	24	41	20
LOC124903785	13	7	16	11
BRD7	10795	9221	10658	9938
MIR6771	4	0	0	0
ADCY7	9839	9213	9010	9423
TENT4B	4334	4257	4238	4069
LOC124900375	0	0	0	0
RPL10P14	0	0	0	0
RNY4P3	10	2	4	3
HEATR3	5778	5716	5341	6007
ACTG1P16	1	0	2	15
LOC100130602	0	0	0	0
CNEP1R1	1879	1918	1957	2132
RPL34P29	0	0	0	0
MRPS21P8	0	0	0	0
MRPS21P7	0	0	0	0
ADAM3B	0	0	0	0
ZNF423	0	2	1	0
LINC02179	0	0	0	0
C16orf78	0	0	0	0
LOC105371244	0	0	0	0
LOC124903689	0	2	0	0
LOC105371243	0	0	0	0
LOC102724859	0	0	2	0
CBLN1	0	0	1	0
LOC102724847	0	0	0	0
LOC105371241	0	0	0	0
MTND4LP25	0	0	0	0
RNU6-257P	0	0	0	0
KLF8P1	0	0	0	0
LOC124903688	5	0	5	1
LOC124903794	0	0	0	0
LOC105371240	11	16	6	9
LOC124903687	2	25	21	19
LOC105371239	0	0	0	0
RPS2P44	7	8	17	18
N4BP1	5743	5691	4769	5467
MOCS1P1	0	0	0	0
LOC124903786	0	0	0	0
LOC100526838	0	0	0	0
SIAH1	2549	2385	2178	2618
UBA52P8	1	2	1	0
LONP2	25127	22786	24109	23847
ABCC11	27	42	33	55
ABCC12	0	0	0	0
LOC124903686	0	0	0	0
LINC02134	0	0	0	0
LOC105371237	0	0	0	0
LOC124903685	0	0	0	0
LINC02133	2	2	2	0
LINC02192	0	0	0	0
LOC105371236	0	0	0	0
NDUFA5P11	46	36	53	39
EIF4BP5	2	4	4	0
LOC100420642	0	0	0	0
RNA5SP425	2	1	1	1
PHKB	11659	10980	10753	11491
RNA5SP424	3	5	2	4
LOC101927080	2	2	2	2
LOC100422275	0	0	0	0
ITFG1	5371	5283	5260	5354
RPL23AP72	7	8	6	6
ITFG1-AS1	17	17	4	6
LOC124903806	13	8	28	19
NETO2	15928	15385	14890	15855
LOC124903684	68	41	94	79
DNAJA2	15476	15329	14787	16199
SNORD148	0	0	0	0
GPT2	13895	15696	13076	17349
CKBP1	0	0	0	0
C16orf87	2249	2411	2250	2405
LOC100130180	0	2	0	0
MYLK3	27	22	26	55
ORC6	1956	2337	2234	2379
VPS35	20182	19280	19003	20122
RAB43P1	1429	1430	1260	1589
SHCBP1	7836	7867	7783	8535
LOC100421259	0	0	0	0
LOC441768	0	0	0	0
RNU6-845P	0	0	0	0
ANKRD26P1	12	6	4	2
LOC101929923	3	3	3	2
PPP1R1AP2	0	0	0	0
VN1R70P	0	0	0	0
HMGN2P41	3429	2851	3197	3296
RNA5SP423	0	0	0	0
RNA5SP422	0	0	0	0
RNA5SP421	0	0	0	0
RNA5SP420	0	0	0	0
RNA5SP419	0	0	0	0
RNA5SP418	0	0	0	0
RNA5SP417	0	0	0	0
RNA5SP416	0	0	0	0
RNA5SP415	0	0	0	0
RNA5SP414	0	0	0	0
RNA5SP413	0	0	0	0
RNA5SP412	0	0	0	0
LINC02167	0	0	0	0
RNA5SP411	0	0	0	0
RNA5SP410	0	0	0	0
RNA5SP409	0	0	0	0
RNA5SP408	0	0	0	0
RNA5SP407	0	0	0	0
RNA5SP406	0	0	0	0
KIF18BP1	0	0	0	0
C1QL1P1	0	0	0	0
C2orf69P1	0	0	0	0
AGGF1P7	0	0	0	0
RARRES2P8	0	0	0	0
LOC105371204	0	2	0	0
TP53TG3HP	0	0	0	0
C2orf69P2	0	0	0	0
AGGF1P6	0	0	0	0
RARRES2P10	0	0	0	0
FRG2DP	0	0	0	0
LOC105371203	0	4	0	0
ZNF971P	0	0	0	0
C2orf69P3	0	0	0	0
AGGF1P5	0	0	0	0
RARRES2P7	0	0	0	0
FRG2IP	0	0	0	0
LOC105371201	0	0	0	0
AGGF1P4	0	0	0	0
FRG2GP	0	0	0	0
LINC01566	0	0	0	0
C2orf69P4	0	0	0	0
AGGF1P9	0	0	0	0
RARRES2P9	0	0	0	0
FRG2HP	2	0	0	0
LOC105371198	0	0	0	0
LOC105371199	0	0	0	0
LOC124903768	0	0	0	0
C2orf69P5	0	0	0	0
AGGF1P8	0	0	0	0
RARRES2P6	0	0	0	0
LOC124903769	0	0	0	0
FRG2JP	0	0	0	0
FGFR3P5	0	0	0	0
RARRES2P5	0	0	0	0
LOC105371200	0	0	0	0
TP53TG3GP	0	0	0	0
LOC112268173	0	0	0	0
SLC25A1P4	0	0	0	0
UBE2MP1	314	375	260	315
LOC105371197	0	0	0	0
VN1R69P	0	0	0	0
VN1R68P	0	0	0	0
VPS35P1	2	3	6	4
NAMPTP3	0	0	0	0
CLUHP11	0	0	0	0
CCNYL3	0	0	0	0
LOC107984902	0	0	0	0
LOC162137	0	0	0	0
LINC02184	0	0	0	0
LOC102724523	0	0	0	0
LOC124903767	0	0	0	0
LOC107987236	0	0	0	0
LOC102724485	0	0	0	0
BCLAF1P2	337	260	289	295
MIR9901	0	0	0	0
RNA5-8SP2	0	0	0	0
LOC110262331	0	0	0	1
LINC00273	0	0	0	0
DUX4L47	0	0	0	0
DUX4L46	0	0	0	0
PCMTD1P2	0	0	0	0
DUX4L45	0	0	0	0
LOC348210	0	0	0	0
BCAP31P1	0	0	1	2
LOC102724223	0	0	0	0
LOC105369183	0	0	0	0
IGHV3OR16-16	0	0	0	0
IGHV3OR16-7	0	0	0	0
ARHGAP23P1	71	114	68	87
IGHV3OR16-11	0	0	0	0
IGHV3OR16-17	0	0	0	0
IGHV3OR16-13	0	0	0	0
LOC342443	0	0	0	0
IGHV3OR16-12	0	0	0	0
ENPP7P13	0	0	0	0
LOC102724207	0	0	0	0
LOC107984083	0	0	0	0
LOC107984855	0	0	0	0
BMS1P8	1	2	5	5
LOC102724181	17	7	23	13
LOC101929031	0	0	0	0
LOC647208	0	0	0	0
LOC105379474	0	0	0	0
TP53TG3F	0	0	0	0
LOC105379473	0	0	0	0
TP53TG3B	0	0	0	0
LOC105369266	0	0	0	0
TP53TG3E	0	0	0	0
LOC124903683	0	0	0	0
TP53TG3C	0	0	0	0
ABHD17AP9	0	0	0	0
LOC107987232	0	0	0	0
HERC2P8	0	0	0	0
LOC107984809	0	0	0	0
LOC112268181	0	0	0	0
IGHV3OR16-8	0	0	0	0
IGHV3OR16-10	0	0	0	0
LOC100419016	0	0	0	0
LOC124903682	26	24	11	14
IGHV3OR16-6	0	0	0	0
IGHV3OR16-15	0	0	0	0
SLC6A10P	7	9	23	8
BCAP31P2	2	6	5	7
IGHV2OR16-5	0	0	0	0
LOC101060048	0	0	0	0
HERC2P5	0	0	0	1
LOC112268180	0	0	0	0
ABHD17AP7	0	0	0	0
LOC105371177	2	0	0	0
TP53TG3	0	0	0	0
LOC107984013	0	0	0	0
FAM153DP	0	0	0	0
ABCD1P3	0	0	0	0
PABPC1P13	0	0	0	0
SLC9B1P5	0	0	0	0
ACTR3BP3	0	0	0	0
LOC105371191	0	0	0	0
LOC390705	0	1	0	0
LOC100507221	0	0	0	0
TP53TG3D	0	0	0	0
LOC105379466	0	0	0	0
ABHD17AP8	0	0	0	0
LOC124903764	0	0	0	0
HERC2P4	0	0	0	0
LOC101060104	0	0	0	0
IGHV3OR16-9	0	0	0	0
LOC102725101	0	0	0	0
LOC105371174	0	0	0	0
IGHV1OR16-1	0	0	0	0
LOC388248	16	26	27	44
LOC124903681	0	0	0	0
LOC100422713	0	0	0	0
ZNF267	1991	1721	1889	1969
RBM22P13	0	0	0	0
VN1R3	0	0	0	0
PPP2CBP1	1	2	1	0
VN1R67P	0	0	0	0
LOC107983990	18	19	22	16
KRBOX5	1723	1755	1780	1656
CLUHP3	1179	1165	1213	1368
RBM22P12	0	0	0	0
VN1R66P	0	0	0	0
KRBOX5P1	0	0	2	0
YBX3P1	174	179	152	180
FRG2KP	0	0	0	0
VN1R65P	0	0	0	0
VN1R64P	0	0	0	0
LINC02190	0	0	0	0
AHSP	0	0	0	4
RUSF1	5224	5370	4430	5753
SLC5A2	5	3	9	30
TGFB1I1	1941	1869	1929	2257
ARMC5	1430	1308	1345	1582
ZNF843	16	18	22	23
COX6A2	0	0	0	0
ITGAD	0	2	0	0
LOC100422479	0	0	0	0
ITGAX	74	72	72	140
ITGAM	14	21	38	16
PYDC1	0	0	0	0
TRIM72	1	5	9	1
PYCARD-AS1	28	47	45	62
PYCARD	0	0	0	0
FUS	38579	39953	38984	44523
NDUFA3P6	0	0	0	0
PRSS36	44	8	17	18
PRSS8	7046	6921	5773	7291
KAT8	2672	2465	2883	3149
BCKDK	4555	4706	3947	4646
LOC124903680	15	16	17	11
VKORC1	3778	3867	3946	4507
PRSS53	380	397	426	546
ZNF646	3608	3601	3467	4031
ZNF668	1923	1848	1889	2267
STX4	2920	2348	2532	2616
STX1B	44	56	34	62
HSD3B7	2026	1480	1701	1560
SETD1A	8057	7562	7667	9444
ORAI3	1665	1454	1288	1482
FBXL19	5418	5192	4818	5833
FBXL19-AS1	1016	829	900	1050
CTF2P	2	1	5	7
CTF1	70	74	56	60
MIR762	17	13	38	41
MIR762HG	190	154	127	202
MIR4519	4	3	11	11
BCL7C	2923	2816	2776	3235
LOC647086	0	0	0	0
LOC124903679	7	2	6	2
ZNF629	4929	5331	4619	5858
RNF40	13821	13190	13196	14687
CFAP119	371	331	240	362
PHKG2	2065	2052	1965	2122
TMEM265	1092	963	1090	1121
SNORA30	32	41	55	41
RNU6-1043P	1	0	0	0
SRCAP	31783	30035	29946	33746
LOC730183	59	51	69	42
RNU6-416P	0	0	0	0
FBRS	12414	12227	11450	14106
PRR14	3031	3067	2785	3478
LOC124903678	11	8	9	5
ZNF689	1711	1617	1539	1954
ZNF785	1314	1145	1142	1177
ZNF688	419	423	338	495
ZNF764	970	1015	1054	1145
LOC124903677	6	3	4	2
LOC100127965	0	2	0	1
ZNF747-DT	95	119	120	99
ZNF747	1247	1135	930	1224
ZNF768	3886	4077	3255	4073
MIR4518	0	0	0	0
RNU7-61P	0	0	0	0
ITGAL	8	10	6	12
SEPHS2	6443	6209	5750	6426
DCTPP1	5052	5721	5353	6238
SNORA80C	1	6	4	11
ZNF771	522	516	421	486
ZNF48	1806	2061	1602	2116
SEPTIN1	118	119	108	153
MYL11	0	4	4	4
TBC1D10B	7631	7542	7307	8713
CD2BP2-DT	34	25	38	56
CD2BP2	5011	4828	4894	5491
LOC100421031	8	0	1	2
SMG1P5	348	381	397	507
LOC124903798	0	0	0	0
LOC101929894	4	0	1	1
LOC613038	36	61	88	64
SULT1A3	16	6	11	19
SLX1A-SULT1A3	105	103	128	159
SLX1A	74	72	76	74
BOLA2B	174	1232	171	136
CORO1A	346	629	295	696
LOC124903763	11	16	13	21
MAPK3	2110	2095	2011	2066
GDPD3	152	104	173	138
YPEL3-DT	16	20	34	17
YPEL3	561	432	506	512
TBX6	32	48	52	72
PPP4C	9873	9115	9407	10585
ALDOA	1696	1518	1776	1626
LOC112694756	89	106	67	112
TLCD3B	27	20	4	11
C16orf92	0	2	0	0
DOC2A	86	93	102	95
INO80E	4785	4646	4723	5444
HIRIP3	1728	1770	1736	1936
TAOK2	5994	6348	5924	7055
LOC124903762	2	0	1	1
TMEM219	2944	3102	2924	3210
KCTD13-DT	272	219	186	163
KCTD13	1926	1906	1965	2124
ASPHD1	116	132	119	123
SEZ6L2	175	141	118	165
CDIPTOSP	6	6	10	18
CDIPT	5143	5413	5089	5556
MVP	15629	12593	15252	14808
PAGR1	3726	3863	3211	4248
PRRT2	9	8	10	16
LOC112268170	338	279	334	378
MAZ	26792	26421	24532	28672
KIF22	7775	7885	7544	8851
LOC105371167	0	0	0	0
LOC124903675	0	0	0	0
ZG16	0	0	0	0
LOC124903673	0	0	0	0
C16orf54	0	0	0	0
RN7SKP127	0	0	0	0
QPRT	8	6	3	14
SPN	3	8	6	5
CA5AP1	0	0	0	0
SLC7A5P1	0	0	0	0
MIR3680-2	11	23	26	23
LOC105371168	7	4	2	6
SMG1P2	532	801	604	1238
LOC124903797	0	0	0	0
NPIPB12	442	335	415	435
LOC388242	0	0	0	0
SULT1A4	0	0	0	0
SLX1B-SULT1A4	0	0	0	0
SLX1B	25	11	13	14
BOLA2	0	0	1	0
LOC606724	0	0	1	1
BOLA2-SMG1P6	30	14	108	20
LOC124903796	2	1	2	2
SMG1P6	310	280	302	363
NPIPB11	391	306	314	451
SNX29P2	2	9	9	3
LOC105371159	6	9	1	11
LOC124903676	227	266	104	182
LOC102723708	0	0	0	0
LOC101928188	0	0	0	2
LOC100129184	0	0	0	0
LOC124903671	5	6	3	4
LOC101928215	0	0	0	0
RRN3P2	44	32	38	35
LOC124903793	0	0	0	0
NPIPB10P	3	3	5	3
LAT	119	76	142	150
SPNS1	4205	4168	4127	4718
MIR4517	44	31	49	35
NFATC2IP	6064	5128	5407	5804
CD19	1	0	2	0
RABEP2	1688	1684	1702	1939
ATP2A1-AS1	42	47	43	34
ATP2A1	146	125	121	187
SH2B1	5867	5973	6191	7820
MIR4721	0	0	0	0
TUFM	25505	25529	24874	28790
ATXN2L	33643	32844	30739	35677
LOC124903672	41	39	48	44
RPS15AP33	10	4	2	12
LOC124903792	0	0	0	0
NPIPB9	15	10	10	16
PAWRP2	0	0	0	2
LOC124903761	10	22	11	11
MIR6862-2	0	0	1	1
CDC37P1	0	0	0	0
EIF3C	6000	5493	6198	5564
LOC124903791	0	0	0	0
NPIPB8	9	7	8	4
LOC124903674	55	26	33	26
LOC107984835	2	2	3	8
SULT1A1	944	841	891	972
SULT1A2	115	141	93	153
SGF29	980	981	1075	1094
NUPR1	3683	3940	3512	4259
IL27	1	0	0	0
APOBR	17	29	16	27
CLN3	3525	3040	3414	3493
NPIPB7	50	39	40	34
LOC124903790	0	0	0	0
CDC37P2	0	0	0	0
MIR6862-1	0	0	2	1
EIF3CL	8839	9399	8037	9024
NPIPB6	103	60	51	64
LOC124903670	7	2	2	10
SBK1	12	24	8	26
GAPDHP35	4	0	0	0
RNY1P10	0	0	0	0
LOC124900376	0	0	0	0
TPRKBP2	73	34	60	46
XPO6	25389	25105	22233	25684
LOC124903669	0	0	0	0
RNU6-1241P	0	0	0	0
RNU6-159P	0	0	0	0
GSG1L	2	1	0	0
LOC105371157	0	0	0	0
LOC100128079	0	0	0	4
LOC107984874	0	0	0	0
KATNIP	3341	3258	2733	3429
GTF3C1	20045	20194	19373	22056
IL21R-AS1	6	0	2	0
LOC124903668	0	0	0	0
IL21R	144	250	147	242
IL4R	13250	12059	13112	14119
NSMCE1-DT	5	7	4	1
NSMCE1	3902	3966	3594	4124
KDM8	401	375	475	419
LINC02129	0	0	0	0
LOC105371155	0	0	0	0
EEF1A1P38	0	2	0	0
C16orf82	0	0	0	0
LOC105371154	0	0	0	0
LOC105371153	0	0	0	0
LINC02195	0	0	0	0
LOC102723536	0	0	0	0
LOC105371150	0	0	0	0
LOC105371149	0	0	0	0
HSPE1P16	0	0	0	0
HMGN2P3	630	533	652	541
RNA5SP405	0	0	0	0
MIR548W	0	0	0	0
LOC100420641	0	0	0	0
HS3ST4	0	1	0	0
LOC105369297	0	0	0	0
LOC105371147	2	0	0	0
CYCSP39	1	0	0	0
LINC02191	0	0	0	0
ZKSCAN2-DT	488	324	470	434
ZKSCAN2	2879	3084	2468	3200
AQP8	2	0	2	2
RN7SL557P	0	0	0	0
LCMT1-AS2	2	0	0	0
LCMT1	2112	2070	2207	2356
LCMT1-AS1	36	34	34	38
LOC100421173	0	0	2	0
LOC100421169	1	4	0	0
SCML2P2	2	7	6	6
LINC02175	9	7	18	8
LOC554206	11	30	12	23
LOC100421171	13	3	4	0
LINC01567	0	0	0	0
LOC107984829	0	0	0	0
RBBP6	13417	12622	13159	14337
LOC105371143	0	0	0	0
RNU7-24P	0	0	0	0
LOC124900377	0	0	0	0
CACNG3	0	0	0	0
LINC02194	0	0	0	0
MIR1273H	0	0	0	0
PRKCB	0	0	2	0
CHP2	0	0	0	0
ERN2	3	0	1	2
PLK1	19801	18825	18976	21326
DCTN5	12348	11876	10996	12653
PALB2	4082	3829	4023	4366
NDUFAB1	8820	8819	9183	9784
UBFD1	9949	9688	9527	10585
SUB1P4	0	0	0	0
EARS2	3327	3392	3133	3689
CCNYL7	0	0	0	0
GGA2	4752	4558	4616	5337
LOC124903667	122	98	147	125
RN7SKP23	0	3	0	1
COG7	3155	2917	2983	3334
SCNN1B	5292	3440	4271	3378
SCNN1G	17200	13029	18484	14772
USP31	12727	12186	11981	13131
LOC112268176	0	0	0	0
HS3ST2	0	2	2	0
LOC107984851	0	0	0	0
LOC124903802	1	9	5	4
LOC124903664	133	134	123	169
LOC124903666	1	0	0	0
LOC124903665	0	0	0	0
LOC124903663	67	67	68	54
LOC124903662	4	5	4	9
LOC107984888	2	0	0	0
DNAH3	14	22	10	4
LYRM1	3270	3502	2874	3162
DCUN1D3	5590	5116	5514	5873
LOC105371121	2	1	4	4
REXO5	889	783	799	900
RNU6-944P	1	0	0	0
ERI2	3408	3149	3367	3528
THUMPD1	8536	8117	8644	8418
LOC100887080	0	0	0	0
LOC124903661	3	4	4	0
ACSM3	380	355	270	350
ACSM1	2	4	6	2
LOC107984831	0	0	0	0
ACSM5P1	0	0	0	0
LOC112267906	0	0	0	0
LOC105371120	0	0	0	0
ACSM2B	0	0	0	0
ACSM2A	0	0	0	0
LOC105371119	0	0	0	0
ACSM5	4	4	0	0
PDILT	0	0	0	0
UMOD	0	0	0	0
GP2	0	0	0	0
SNRPEP3	0	0	0	0
LOC102723396	0	0	0	0
SALL4P3	0	0	0	0
GPR139	0	0	0	0
LOC124903660	0	0	0	0
LOC105371117	0	0	0	0
LOC105371116	0	0	0	0
GPRC5B	4	2	6	6
LARP7P2	0	0	0	0
LOC105371115	0	0	0	0
IQCK	542	487	314	428
KNOP1	5441	5167	5490	5496
VPS35L	4963	4383	4046	4338
CCP110	4560	4561	4155	4906
GDE1	8883	8878	8700	9556
RNU4-46P	0	0	0	0
LOC124903659	1	0	0	0
TMC5	713	574	537	492
LINC02858	0	0	0	0
LOC124903781	0	0	0	0
CLEC19A	0	0	1	0
LOC105371114	0	0	2	0
LOC124903658	1	0	2	0
SYT17	12	12	16	15
LOC124903657	2	2	0	5
ITPRIPL2	20542	18566	17548	18482
LOC124903656	6	7	10	10
COQ7	2326	2056	2006	2157
COQ7-DT	1	0	14	2
RNU6-1340P	0	1	7	1
TMC7	422	401	398	392
SMG1-DT	7	4	3	8
LOC100996247	76	73	100	120
LOC124903799	34	33	29	26
SMG1	24988	24668	23646	25135
ARL6IP1	37955	31857	36517	32964
RPS15A	43706	41180	42981	45985
LOC124903655	0	0	0	0
NOMO2	9172	8985	8634	10132
MIR3179-4	0	0	0	0
LOC105379460	0	0	0	0
MIR3670-4	0	0	0	0
LOC102723728	104	171	75	77
LOC112268172	0	1	0	0
MIR6770-3	0	0	0	0
PKD1P5	104	153	107	136
PKD1P5-LOC105376752	3	1	8	5
NPIPA9	76	64	78	61
MIR6511A4	0	0	0	0
PKD1P4	204	174	158	184
PKD1P4-NPIPA8	26	13	23	33
LOC105376751	0	0	0	0
LOC100133137	0	0	0	0
LOC105371108	0	0	0	0
RPL7P47	0	1	1	0
LOC107984893	0	0	0	0
LOC105371106	0	0	0	0
LOC124903653	0	0	0	0
LOC124903652	0	0	0	0
PKD1P6	7466	7669	8236	10189
PKD1P3	150	122	152	174
PKD1P3-NPIPA1	109	109	111	107
LOC101927469	369	279	285	352
LOC105376749	0	0	0	0
LOC124903648	149	151	139	165
LINC02130	0	0	0	0
MIR365A	6	6	7	13
MIR193B	4	5	9	5
MIR193BHG	308	312	318	369
TRT-CGT2-1	3	1	2	0
LOC124903783	0	0	0	0
TVP23CP2	21	27	19	19
LINC02186	0	0	0	0
LINC02185	0	0	0	0
MRTFB	8838	8634	8124	8810
RPS26P52	0	0	0	0
ERCC4	3943	4057	3448	4063
LOC124903647	0	0	0	0
LOC105371093	1	0	0	0
LOC124903646	0	0	0	0
LOC124903645	0	0	0	0
TMF1P1	0	0	0	0
LOC107984137	0	0	0	0
LOC105371091	0	0	0	0
LOC105371092	0	0	0	0
SHISA9	12	10	8	15
RPL35AP34	0	0	0	0
LOC124900378	0	0	0	0
LOC105371090	0	0	0	2
MIR4718	0	0	0	0
CPPED1	2739	2634	2678	2787
LOC105371088	8	5	8	6
LOC105371085	0	2	2	2
LOC124903644	0	0	0	0
LOC105371087	37	40	40	29
LOC101927227	0	0	0	0
LOC124900383	0	0	0	0
LOC642696	0	0	0	0
RPS23P6	3	5	3	4
SNX29	3175	3208	2566	3322
UBL5P4	7	2	3	2
TNFRSF17	0	0	0	0
NPIPB2	51	70	42	51
COX6CP1	128	169	205	230
GSPT1	45151	44149	42687	46381
RSL1D1	38084	34691	38883	36670
BCAR4	0	6	1	4
ZC3H7A	7525	7681	6859	7486
TXNDC11	4354	4169	3758	4497
SNN	894	910	1009	1034
LOC124903643	6	0	3	0
LITAF	12591	13387	12132	14905
LOC124903807	0	0	0	0
LOC101927131	0	0	0	0
LOC100420951	0	0	0	2
LOC400499	28	12	24	16
RMI2	580	604	578	681
LOC105371083	0	3	0	5
MIR548H2	0	0	0	0
LOC124903805	0	0	0	0
PRM1	0	0	0	0
PRM2	0	0	0	0
LOC124900380	0	0	0	0
PRM3	0	0	0	0
TNP2	0	0	0	0
SOCS1	66	39	61	85
LOC105371082	54	63	43	58
HNRNPCP4	0	0	0	1
LOC107984859	4	0	1	0
LOC105371081	0	0	2	2
RPL7P46	35	20	18	26
CLEC16A	7728	7857	6734	8090
DEXI	2904	2949	2788	3156
CIITA	205	117	161	117
LOC729945	2	0	0	0
TVP23A	11	8	17	12
NUBP1	1931	1987	1900	1973
MTATP6P24	0	0	0	0
MTCO3P24	2	0	0	4
MTND3P13	0	0	4	0
MTND4LP24	1	0	0	0
MTND4P34	0	0	0	0
MTND5P33	4	8	0	0
MTND6P33	0	0	0	0
MTCYBP33	0	0	6	2
LOC105371079	0	0	0	0
TEKT5	0	4	0	2
EMP2	7405	6894	7344	7523
LINC01290	4	11	7	2
RNU6-633P	0	0	0	0
LOC107984877	18	26	30	20
ATF7IP2	1117	1158	1238	1307
LOC105371078	0	0	0	0
RN7SL493P	0	0	0	0
LOC107984900	0	0	0	0
IMPDH1P11	0	0	0	0
LOC105371076	0	0	0	0
LOC105371077	0	0	0	0
GRIN2A	0	0	0	0
RNA5SP404	0	0	0	0
RNA5SP403	0	0	0	0
LINC01195	0	0	0	0
LINC01177	0	0	0	0
LINC02177	0	0	0	2
LOC105371075	0	0	0	0
LOC101927026	0	0	2	0
RPL21P119	68	44	66	46
C16orf72	40523	37579	36225	39946
USP7-AS1	0	0	0	0
USP7	28863	27736	27453	28858
LITAFD	4	0	0	0
CARHSP1	3926	3348	3787	3930
LOC100130283	132	124	167	149
PMM2	5126	5574	5280	5993
TMEM186	1186	1300	1065	1147
LOC124903642	0	8	8	12
LOC107984840	0	0	0	0
RNU7-63P	0	0	0	0
RN7SL743P	2	0	0	0
ABAT	95	95	87	84
METTL22	1329	1247	1401	1476
TMEM114	0	0	0	0
LOC100131080	0	0	1	0
LOC105371072	0	0	0	0
LINC02152	0	0	0	0
LOC124903641	0	0	0	0
LOC105371070	0	0	0	0
LOC105371069	0	0	0	0
LOC124900381	0	0	0	0
LOC124903640	0	0	0	0
RPS26P51	0	0	0	0
LOC105371068	0	0	0	0
RNU6-328P	0	0	0	0
RNU6-457P	0	0	0	0
RNU7-99P	0	0	0	0
MIR8065	0	0	0	0
LINC01570	0	0	0	0
NPM1P3	0	0	0	0
SNRPCP20	0	0	0	0
RPS3AP48	0	0	0	0
LOC124903639	0	0	0	0
RBFOX1	0	0	0	0
LINC02164	0	0	0	0
LOC105371067	0	0	4	0
LOC107984828	0	2	0	0
ENPP7P14	0	0	0	1
EEF2KMT	1983	1954	1689	1979
ALG1	3336	3545	3412	3642
C16orf89	0	0	0	0
NAGPA-AS1	6	2	3	2
NAGPA	1211	969	1118	1210
SEC14L5	6	33	4	10
LOC105371064	0	2	1	0
LOC124903637	7	13	17	31
PPL	18469	21822	16156	22770
UBN1	10025	10336	9436	10769
LOC124903638	176	202	256	236
GLYR1	10522	10479	9588	10746
ROGDI	644	684	598	757
SMIM22	92	85	80	50
SEPTIN12	6	5	0	1
ZNF500	1807	1801	1712	2026
DNAAF8	16	7	5	11
ANKS3	1325	1477	1364	1745
NUDT16L1	2356	2368	2469	2759
MIR6769A	7	7	6	13
RN7SL850P	0	0	0	0
MGRN1	8037	7842	7939	9160
UBALD1	2210	1956	2103	2560
SUB1P3	8	4	8	0
C16orf96	3	1	1	11
LOC124903634	0	0	0	4
TFAP4	4607	4408	4242	4737
LINC01569	232	190	158	162
SRL	24	11	11	6
LOC105371062	13	9	21	15
DBIP3	0	0	0	0
LOC124900373	14	18	25	22
LOC124903633	0	4	1	0
ADCY9	6028	5883	5723	6341
LINC02861	35	48	27	34
CREBBP	19387	17761	17346	18840
LOC124903630	34	50	21	94
TRAP1	28209	29142	25857	30059
