Gene_ID	DMSO_rep1	DMSO_rep2	GSK_rep1	GSK_rep2
MIR1322	3	7	3	4
PINX1	336	505	280	547
PINX1-DT	0	0	6	6
LOC101929248	0	2	0	0
LOC112268405	0	0	0	0
MIR598	5	6	0	2
LOC101929269	13	9	18	5
RPL17P29	2	0	0	0
XKR6	1620	1488	1580	1728
RPL19P13	0	0	0	0
LINC00529	2	0	0	2
MTMR9	3777	3181	1989	1979
SLC35G5	19	19	16	12
TDH-AS1	0	0	0	0
TDH	4	0	8	7
RN7SL293P	0	0	0	0
RNU6-1084P	0	0	0	0
FAM167A-AS1	0	2	5	8
FAM167A	889	851	573	710
LOC105379241	2	2	36	22
BLK	0	0	0	4
LINC00208	0	0	0	0
LOC105379242	0	0	0	0
LOC124905444	0	0	0	0
SNORA99	0	0	0	0
GATA4	0	0	0	0
LINC02905	0	0	0	0
NEIL2	2888	3413	2872	2905
SUB1P1	7	10	8	10
LOC105379243	15	24	9	6
FDFT1	12070	14778	17592	19720
CTSB	47551	49791	43779	46969
OR7E158P	0	0	0	0
OR7E161P	0	0	0	0
TRE-CTC11-1	0	0	0	0
LOC105379244	0	0	0	0
DEFB136	0	0	2	0
DEFB135	0	0	0	0
LOC100421446	0	0	0	0
DEFB134	0	0	0	0
DEFB131E	0	0	0	0
LOC105379245	0	0	0	1
OR7E160P	12	6	24	34
LOC105379246	0	0	0	0
DEFB131C	0	0	0	0
DEFB130A	0	0	0	0
RNA5SP254	0	0	0	0
DEFB108E	0	0	0	0
LOC124900627	0	0	0	0
LOC124905442	0	0	0	0
LOC112268399	0	0	0	0
FAM85A	21	31	20	28
ENPP7P12	0	0	4	0
FAM66A	57	66	64	66
LOC112268396	0	0	0	0
LOC124905441	0	0	0	0
OR7E96P	0	0	0	0
FAM90A12P	0	0	1	0
LOC124905443	0	0	0	0
FAM90A24P	0	0	0	0
FAM90A11P	0	0	0	0
LOC124900579	0	0	0	0
DEFB109C	0	0	0	0
USP17L3	0	0	0	0
USP17L8	0	0	0	0
LOC392187	0	0	0	0
FAM66E	15	14	4	3
DEFB108A	0	0	0	0
ZNF705B	0	0	0	0
DEFB4A	4	0	0	4
LOC124900578	0	0	0	0
DEFB103A	0	0	0	0
SPAG11A	0	0	0	0
DEFB104A	0	0	0	0
DEFB106A	0	0	0	0
DEFB105A	0	0	0	0
DEFB107A	0	0	0	0
LOC105379216	0	0	0	0
PRR23D3P	0	0	0	0
PRR23D2	0	0	0	0
FAM90A10	0	0	0	0
FAM90A9	0	0	0	0
FAM90A19	0	0	0	0
LOC112268400	0	0	0	0
OR7E125P	0	0	0	0
LOC441320	0	0	0	0
LOC101928095	0	0	0	0
RPS3AP33	0	0	0	0
SNRPCP15	0	0	0	0
SNRPCP6	0	0	0	0
LOC105377803	0	0	0	0
RPS3AP30	0	0	0	0
LOC112268397	0	0	0	0
LOC107986875	0	0	0	0
LOC105377799	0	0	0	0
DEFA5	0	0	0	0
DEFA7P	0	0	0	0
DEFA11P	0	0	0	0
DEFA3	0	0	0	0
LOC124901875	0	0	0	0
DEFT1P2	0	0	0	0
DEFA1B	0	0	0	0
LOC124901874	0	0	0	0
DEFT1P	0	0	0	0
DEFA1	0	0	0	0
LOC124901873	0	0	0	0
DEFA10P	0	0	0	0
DEFA9P	0	0	0	0
DEFA8P	0	0	0	0
DEFA4	0	0	0	0
DEFA6	0	0	1	0
DEFB1	46	28	46	59
GS1-24F4.2	0	0	0	0
XKR5	0	0	0	0
LOC107986909	0	0	0	0
LOC124901872	0	0	0	0
MIR4659B	0	0	0	0
MIR4659A	4	10	8	23
LOC100422495	157	171	217	177
AGPAT5	8286	7650	8286	8061
MIR8055	0	0	0	0
MCPH1-AS1	59	46	38	30
MCPH1	3669	4309	3780	4512
LOC101928016	0	1	0	1
MCPH1-DT	447	532	496	469
DPP6	8	54	17	41
TPK1	819	775	1039	1194
RNU6ATAC40P	0	0	0	0
PPIAP83	0	0	1	2
NOBOX	0	0	0	1
LOC124905440	0	0	0	0
ARHGEF5	7042	7425	7874	7149
LOC112268384	0	0	0	0
LOC112268383	0	0	0	0
LOC112268382	0	0	0	0
LOC107987545	0	0	0	0
OR2A1	0	1	0	0
OR2A9P	12	11	2	4
CTAGE8	22	17	21	11
ARHGEF34P	2986	3330	3296	3709
OR2A7	217	209	7	15
OR2A20P	18	42	0	1
OR2A1-AS1	45	69	38	52
OR2A42	0	1	0	0
ARHGEF35-AS1	14	14	4	5
ARHGEF35	213	164	227	245
CTAGE4	608	561	589	702
OR2AO1P	0	0	0	0
OR2A3P	0	0	0	0
OR2A13P	0	0	0	0
OR2A14	0	0	0	0
OR2A15P	0	0	0	0
OR2A2	0	0	0	0
OR2A12	0	0	0	0
OR2A41P	0	0	0	0
OR2A25	0	0	0	0
LOC105375548	0	0	0	0
OR2A5	0	0	0	0
OR6B1	0	0	0	0
SLC16A1P1	0	0	0	0
OR2Q1P	0	0	0	0
CAPZA1P5	0	0	0	0
OR2F1	0	0	2	0
OR2F2	0	0	0	0
LOC105375549	0	10	4	9
TCAF1	4047	4779	4057	4701
LOC112267988	3	14	5	4
LOC154761	24	42	171	96
TCAF2P1	17	40	128	78
RPL26P24	0	0	0	0
PAICSP6	0	0	0	0
CTAGE6	18	17	5	12
RNU6-267P	0	0	0	0
TCAF2	217	221	864	808
LOC101928466	0	0	0	0
TCAF1P1	1196	1507	1232	1540
RNU6-162P	0	0	0	0
CTAGE15	310	232	243	364
PAICSP5	0	0	0	0
RPL26P22	0	0	0	0
OR10AC1	0	0	0	0
LOC105375547	4	2	3	0
OR2R1P	0	0	0	0
TAS2R41	0	0	0	0
TAS2R60	0	0	4	6
TAS2R62P	2	2	6	3
EPHA1-AS1	0	10	2	19
EPHA1	2265	2244	2388	2782
MIR6892	0	0	0	0
FAM131B	135	117	126	151
ZYX	9505	9969	11831	15876
FAM131B-AS2	612	637	770	836
LOC124901856	29	46	76	101
BCAP29	66	40	88	68
DUS4L	260	270	194	259
DUS4L-BCAP29	224	196	152	161
GPR22	0	0	2	4
RPL37AP6	0	0	0	0
LOC124901721	0	0	0	0
LOC124901720	37	61	18	19
COG5	7416	6587	3906	4399
HBP1	5889	7745	4065	4507
PRKAR2B	165	91	121	115
KPNA7	11	8	5	18
SMURF1	5192	5506	5041	6145
LOC112268371	0	0	0	0
SLC25A5P3	6	8	9	11
LOC124901829	0	0	0	0
LINC01445	0	0	0	0
LOC124901807	1	10	16	30
BACH2	107	105	133	152
GJA10	0	0	0	0
LOC644269	0	0	0	0
RPL22P14	0	0	0	0
CASP8AP2	2827	3197	3674	4250
LOC124901536	0	2	0	0
MDN1	27061	24181	24580	27916
PIMREGP3	0	2	0	2
TPBG	14507	13637	16483	16188
LOC105377875	5	4	18	25
LOC105377874	0	0	0	0
LOC100132659	0	0	0	0
RNU6-130P	20	15	26	26
IBTK	15877	14189	12179	13006
RNU6-280P	0	0	0	0
TRA-AGC14-2	0	1	0	0
TRNAA-AGC	0	0	1	0
LOC124901290	7	29	6	10
TRM-CAT5-2	0	0	0	0
LOC124901289	0	0	0	0
LOC105374992	0	0	0	0
TRI-AAT7-1	0	0	0	0
TRM-CAT4-1	0	0	0	0
TRM-CAT4-2	0	1	1	0
LOC124905602	0	0	0	0
TRI-AAT7-2	0	0	0	0
TRM-CAT5-1	0	0	0	0
LOC105374991	0	0	0	0
TRA-AGC10-1	0	0	0	0
TRA-AGC12-1	0	0	0	0
TRA-AGC14-1	0	0	0	0
LOC102724851	32	18	5	27
ZNF322	2417	2315	1997	2019
VN1R14P	8	4	9	2
LOC105374989	10	3	2	3
ABT1	2548	2900	3273	3532
TRY-GTA6-1	1	0	7	6
TRY-GTA3-1	2	1	2	4
TRY-GTA8-1	2	1	7	4
TRA-AGC11-1	0	2	0	2
LOC105374988	0	3	4	3
TRY-GTA1-1	0	0	0	0
TRK-CTT2-4	28	21	52	31
TRP-AGG2-2	2	0	2	0
TRI-AAT5-1	11	5	12	9
TRA-CGC1-1	0	0	0	0
HMGN4	6944	7053	6592	6572
TRV-CAC1-6	1	2	8	0
TRR-ACG1-2	12	6	29	25
TRT-AGT2-1	0	0	0	0
HCG11	1	5	2	4
TRL-CAG1-7	0	0	0	0
RNU6-502P	0	0	0	0
BTN1A1	2	4	4	2
LOC107986583	0	2	0	0
BTN1A1P1	1	2	0	2
LOC285819	0	0	0	0
BTN2A1	1445	1649	2054	2270
TMEM14C	8144	9823	8931	9525
PAK1IP1	2104	2033	2084	2605
C6orf52	163	227	35	46
GCNT2P1	0	1	6	2
RPL21P63	0	0	0	2
GCNT2	410	411	535	640
LOC100422564	0	0	0	0
LOC101928146	25	21	21	23
RPL23AP45	0	0	0	4
LOC124901156	0	0	0	1
TBC1D9B	41758	46006	42296	44225
MRNIP-DT	204	214	29	70
RN7SKP150	0	0	0	4
MRNIP	1578	1820	1344	1233
SQSTM1	64762	78566	34520	37357
MIR1229	0	0	0	0
MGAT4B	32898	35392	31388	30056
LTC4S	443	392	177	184
LOC100884169	44	41	51	44
MAML1	15071	14872	13104	13145
CANX	173814	184533	117196	139362
HMGB3P22	13	20	9	4
CBY3	9	10	6	13
LOC105377763	85	72	88	49
C5orf60	0	6	0	2
LOC100502572	0	0	0	0
HNRNPH1	28926	32955	37012	44028
RUFY1-AS1	154	176	71	110
PRDX2P3	64	89	75	61
RUFY1	7284	8821	6420	7752
LOC100289470	0	0	0	0
LOC100128622	11	0	4	6
LOC124901224	0	0	0	0
LOC107986494	0	0	0	0
LOC124901149	0	0	0	0
LOC105377759	5	11	6	6
ADAMTS2	16	14	27	17
LOC105378199	0	2	0	6
LOC100419552	4	12	2	4
PCDHB15	93	73	19	30
PCDHB19P	0	0	0	0
PCDHB18P	0	0	0	0
PCDHB14	0	0	0	0
PCDHB13	0	0	0	0
PCDHB12	0	0	0	0
PCDHB11	0	0	0	0
PCDHB10	0	0	0	0
PCDHB9	0	0	0	0
PCDHB16	0	0	0	0
PCDHB8	0	0	0	0
PCDHB7	0	0	0	0
PCDHB17P	0	0	0	0
PCDHB6	0	0	0	0
PCDHB5	0	0	0	0
PCDHB4	0	0	0	0
PCDHB3	0	0	0	0
PCDHB2	0	0	0	0
PCDHB@	3322	3696	1241	1737
PCDHB1	0	0	0	0
PCDHB1-AS1	0	0	0	0
PCDHACT	0	0	0	0
PCDHAC2	0	0	0	0
PCDHAC1	0	0	0	0
PCDHA13	0	0	0	0
PCDHA12	0	0	0	0
LOC112267934	250	250	258	243
PCDHA11	0	0	0	0
PCDHA14	0	0	0	0
PCDHA10	0	0	0	0
PCDHA9	0	0	0	0
PCDHA8	0	0	0	0
PCDHA7	0	0	0	0
PCDHA6	0	0	0	0
PCDHA5	0	0	0	0
PCDHA4	0	0	0	0
PCDHA3	0	0	0	0
PCDHA2	0	0	0	0
PCDHA@	1649	1214	1547	1545
PCDHA1	0	0	0	0
LOC100421074	0	0	0	0
NCOA4P4	0	4	1	2
LOC101059986	0	0	0	0
STING1	4232	4834	5157	5748
SMIM33	2	0	0	0
ECSCR	0	0	6	4
RNU5B-4P	0	0	0	0
LOC124905454	0	0	0	0
DNAJC18	1252	1550	1136	1257
PRDM9	0	0	0	0
LOC105374685	15	6	0	0
LOC124900567	0	0	0	0
LOC112268347	0	0	0	0
LOC124905413	0	0	0	0
LOC124900629	0	0	0	0
LOC107987432	0	0	0	0
GUSBP1	740	801	661	811
LOC102723561	0	0	0	0
LOC105374639	0	0	0	0
UBE2QL1	0	0	0	0
MED10	1348	1076	1367	1611
LINC02145	2	2	2	1
LOC105374625	0	0	0	0
LOC124905601	0	0	0	0
PMCHL1	0	0	0	0
LOC643367	0	0	0	0
LOC124905600	0	0	0	0
LOC124905598	0	0	0	0
GTF2H2B	322	307	286	315
LOC124905596	0	0	0	0
LOC124900626	0	0	0	0
LOC124905597	0	0	0	0
GUSBP13	4	6	9	0
LOC124905599	0	0	0	0
CDH12P1	0	0	0	0
RPL23AP84	0	0	0	0
DUX4	0	0	0	0
LOC124905409	0	0	0	0
LOC124905410	0	0	0	0
LOC124905411	0	0	0	0
LOC124905408	0	0	0	0
DUX4L2	0	0	0	0
DUX4L3	0	0	0	0
DUX4L1	0	0	0	0
DUX4L4	0	0	0	0
DUX4L5	0	0	0	0
DUX4L6	0	0	0	0
DUX4L7	0	0	0	0
DUX4L8	0	0	0	0
DBET	0	2	2	0
CLUHP4	0	0	0	2
AGGF1P1	95	68	35	58
LOC124905412	0	0	0	0
LOC107987487	0	0	0	0
LOC107987486	0	0	0	0
LOC107987485	0	0	0	0
LOC107987484	0	0	0	0
LOC105377612	0	0	0	0
LOC105377611	0	0	0	0
LOC100419960	0	0	0	0
DCHS2	18	6	24	9
LOC101927947	2	28	35	40
RNU6-1282P	0	0	0	0
PRSS48	5	4	0	0
LOC105377485	2	0	4	0
LOC107986196	67	109	76	63
SH3D19	15836	16306	16337	18693
SNORD73A	0	0	0	0
SNORD73B	23	42	67	66
RPS3A	216411	270546	208753	248263
LOC105377270	0	0	0	0
PRR27	0	0	0	0
CSN1S2BP	0	0	0	0
CSN1S2AP	0	0	0	0
HTN1	0	0	0	0
HTN3	0	0	0	0
STATH	0	0	0	0
LOC105377269	0	0	0	0
CSN2	0	0	0	0
LOC105377261	0	0	0	0
LOC105377260	0	0	0	0
LINC02619	0	0	0	0
LOC105377672	0	0	0	0
ANKRD20A12P	0	0	0	0
LOC124905453	0	0	0	0
LOC124900865	4	0	0	0
MTND3P22	3	5	0	2
MTCO3P39	8	9	1	5
LOC124900699	4	21	26	43
SNX18P23	0	1	2	2
LOC100419003	4	1	1	1
LOC101927209	16	16	3	9
LOC105374521	0	0	0	0
CDC42P6	219	277	276	369
GBA3	0	0	0	0
C1QTNF7-AS1	15	8	40	23
CPEB2	2962	2589	1565	1963
CPEB2-DT	32	37	35	28
LOC105374498	0	2	0	4
HMX1	0	0	0	0
LOC101928532	0	0	0	0
FAM53A	506	505	489	431
LOC105374349	6	0	11	7
LOC105374348	0	0	0	4
LOC105374262	0	0	0	0
LINC02041	0	0	0	0
LOC124905594	0	0	0	0
RTP4	48	100	59	151
LOC101929130	0	0	0	0
LOC105374260	4	2	1	0
MASP1	56	48	6	6
RTP1	0	10	2	6
LOC101929106	0	0	0	0
NAALADL2	358	356	165	281
RNU6-1233P	0	0	0	0
MIR4789	0	0	0	0
EEFSEC	1838	1952	1139	1407
RUVBL1	7148	7581	8886	10239
RNU6-823P	14	2	0	0
LOC100532749	0	0	0	0
LOC100420831	15	15	28	37
SLC9C1	2	0	0	0
TBILA	0	0	0	0
GCSAM	145	185	251	307
C3orf52	827	840	863	1137
LINC00879	0	0	0	0
WDR82P1	36	54	35	50
LOC101930420	0	2	0	2
CADM2	0	0	0	0
LOC105377193	0	0	0	0
LINC02025	0	0	0	0
LINC00971	0	0	0	0
RPS3AP15	0	0	0	0
SNRPCP10	1	0	0	0
ENPP7P2	8	7	1	4
LINC02018	19	22	25	7
FAM86DP	1378	1406	807	869
ALG1L6P	180	154	82	111
LSP1P2	0	0	0	0
LOC124905452	13	16	3	6
OR7E55P	0	0	0	2
RNA5SP136	0	0	0	0
LOC105377162	0	0	0	0
LOC102724817	0	0	0	0
LOC105377161	5	5	2	0
RNU1-62P	0	0	0	0
LOC124905404	0	0	0	0
LOC105377160	0	0	0	0
RYBP	6073	5794	5542	5764
LRIG1	3077	3171	2819	3298
DPPA4P1	16	15	1	13
RN7SL482P	8	17	0	6
RNU6-787P	0	0	0	0
LOC107986095	0	0	0	0
SLC25A26	2680	3114	2060	2319
LOC105377128	4	4	0	0
MAGI1	2350	2506	1695	2135
ZDHHC3	6208	7508	8287	9428
TGM4	44	76	209	191
PPIAP18	58	32	21	8
TMEM42	1395	1359	466	535
MIR564	0	0	0	1
HNRNPA1P77	4	4	9	19
KIF15	99	249	1154	1370
KIAA1143	5726	6380	5221	6137
ZNF501	0	0	0	0
LOC105377056	0	0	0	0
ZNF502	2	0	4	2
SOCS5P3	0	0	0	0
LOC100419752	0	1	0	0
LOC124905403	0	0	0	0
ZNF35	1116	917	1125	1227
ZNF197	1	1	2	3
ZNF197-AS1	11	29	16	11
ZNF660	0	0	0	0
ZNF660-ZNF197	0	0	0	0
MPRIPP1	38	47	37	30
ZKSCAN7-AS1	7	10	9	21
ZKSCAN7	20	19	6	5
LOC100419748	0	0	0	0
EI24P3	0	0	0	0
ZNF852	1661	1573	1047	1223
LOC101928529	15	11	4	19
CTDSPL	9396	9294	8332	9686
NDUFAF4P3	0	0	0	0
ITGA9-AS1	9	14	16	12
RPL21P135	0	0	0	1
RNU7-73P	0	0	0	0
ITGA9	34	26	18	32
APRG1	334	316	237	303
TRIM71	38	78	22	20
RPL23AP43	5	4	0	0
SUGT1P2	48	45	34	34
LOC124905595	0	0	0	0
CNOT10	3550	3859	3887	4500
RPL30P4	0	0	0	0
PLCL2-AS1	0	5	1	0
MIR3714	0	0	0	0
PLCL2	583	503	1402	1499
LOC105376972	0	0	2	3
CDYLP1	0	0	0	0
LOC124905414	0	0	0	0
NDUFA10	11949	13649	13153	13645
LOC150935	0	0	0	0
TWIST2	1694	1528	2253	2012
LOC100287387	207	192	186	183
LOC124905451	0	0	6	0
DGKD	12237	10752	10673	10692
SAG	0	0	0	10
SCARNA6	1019	981	897	628
SCARNA5	3663	3109	2274	1990
ATG16L1	3522	3453	4963	4750
RN7SL32P	2	6	15	28
INPP5D	6591	8973	13642	16865
LOC100533727	0	0	0	0
CRYGC	0	0	0	2
CRYGD	0	0	0	0
LOC100507443	0	0	0	0
CRYGEP	0	0	0	0
LOC124905439	0	0	0	0
LOC105373854	0	0	2	0
RPL12P17	0	0	0	0
RNA5SP116	0	0	0	0
RPL9P14	0	0	0	0
RNU6-360P	2	4	5	6
HNRNPA1P51	0	0	0	0
ACER2P1	0	2	0	1
ZDBF2	4525	4042	3693	3925
RN7SKP260	0	0	0	0
HMGN1P6	0	0	0	0
ATP5POP1	0	0	0	0
RN7SKP200	0	0	0	0
CMKLR2-AS	0	2	0	4
CMKLR2	663	524	527	524
SNORA41	58	70	32	49
SNORD51	23	27	31	28
EEF1B2	51864	68881	51403	64498
GCSHP3	0	0	0	0
NDUFS1	30614	32673	24535	26488
RPL27P8	0	0	0	0
INO80D	10588	10255	7759	9188
PPIAP68	0	0	0	0
RN7SKP178	0	0	0	0
MIR3606	0	0	0	0
MIR1245B	0	0	0	0
MIR1245A	0	0	0	0
COL3A1	0	0	3	0
LOC105373791	0	0	0	0
DLX1	16	71	100	128
METAP1D	1381	1565	1043	1087
LOC124905590	4	12	2	15
LOC100420002	2	4	4	2
HAT1	2239	2712	3695	3924
LOC105373740	1	1	0	0
RNU6-182P	2	4	3	2
SLC25A12	3967	4558	4065	4031
DYNC1I2	7877	8521	9744	10465
RPL21P38	0	0	0	0
TEKT4P3	0	0	0	0
RPL19P4	0	0	0	0
MTCYBP8	0	0	0	0
MTND6P8	0	0	0	0
MTND5P29	0	0	0	0
MTND4LP15	0	0	0	0
MTCO3P7	0	0	0	0
MTATP6P7	0	0	0	0
MTCO2P7	0	0	0	0
MTCO1P7	0	0	0	0
MTND2P22	0	0	0	0
NMTRQ-TTG7-1	0	0	0	0
MTND1P29	0	0	0	0
MED15P5	0	0	0	0
NOC2LP1	68	127	94	148
RHOQP3	7	32	7	13
TUBA3E	0	1	2	12
MIR4784	23	33	43	17
MZT2B	6824	7416	6369	8338
SMPD4	6790	7287	10678	11430
CCDC74B	4	3	44	8
MED15P9	1	0	0	0
RNU6-1049P	0	0	0	0
POTEF-AS1	0	0	0	0
POTEF	3	0	2	5
CYP4F27P	0	0	0	0
KLF2P1	0	0	0	0
FAR2P1	8	4	0	6
ARHGAP42P2	0	0	0	0
LOC646674	0	4	0	1
LOC100422513	0	0	0	0
RAB6C	105	160	58	138
RAB6C-AS1	0	6	4	2
RPL22P7	0	0	0	0
LINC01856	0	0	0	0
PLAC9P1	0	0	0	0
LOC105373616	1	0	0	9
LINC02572	8	0	4	0
SLC6A14P3	0	0	0	0
LOC124905591	32	29	12	16
RNU7-96P	7	5	1	12
HMGN1P36	571	521	682	658
TMEM131	12349	13011	17290	19961
ZAP70	12	18	12	11
C2orf92	266	277	138	170
LOC124900516	0	0	0	0
RNU4-8P	0	0	2	2
ACTR1B	5839	5885	3455	3247
COX5B	12496	15951	9252	10580
UBTFL6	2	0	0	2
LOC105373499	0	0	0	0
ANKRD36B	577	813	611	854
LINC02969	9	0	0	1
IGKV1OR2-11	0	0	0	0
IGKV2OR2-10	0	0	0	0
IGKV2OR2-7	0	0	0	0
UBE3AP1	0	0	0	0
IGKV2OR2-7D	0	0	0	0
IGKV2OR2-8	0	0	0	0
LOC100506076	1	7	5	0
ANKRD36	1448	1623	1305	1736
RN7SL313P	0	0	0	0
FAHD2B	840	756	351	363
GPAT2P2	0	2	0	0
GPAT2	19	7	5	10
IGKV2OR2-2	0	0	0	0
TRIM43CP	0	0	0	0
LOC101926959	0	0	0	0
LOC124905589	0	0	0	0
UBTFL5	0	0	0	0
LOC100421287	0	0	0	0
TRIM43B	0	0	0	0
LOC107985801	0	0	0	0
TRIM64FP	0	0	0	0
LOC100419920	0	0	0	0
OR7E102P	0	0	0	0
TRE-CTC13-1	0	0	0	0
TRIM51JP	0	0	0	3
TRIM43	0	0	0	0
LOC100421548	0	0	4	0
LOC100421292	0	0	0	0
UBTFL3	0	0	0	0
LOC105373490	0	0	0	0
FAHD2A	1993	2353	1419	1482
FABP7P2	0	0	0	1
KCNIP3	7485	10957	6644	7284
PROM2	5154	7905	2085	5365
LOC124900624	0	0	0	0
IGKV2-40	0	0	0	0
IGKV1-39	0	0	0	0
IGKV2-38	0	0	0	0
IGKV1-37	0	0	0	0
IGKV2-36	0	0	0	0
IGKV1-35	0	0	0	0
IGKV3-34	0	0	0	0
IGKV1-33	0	0	0	0
IGKV1-32	0	0	0	0
IGKV3-31	0	0	0	0
IGKV2-30	0	0	0	0
IGKV2-29	0	0	0	0
IGKV2-28	0	0	0	0
IGKV1-27	0	0	0	0
IGKV2-26	0	0	0	0
IGKV3-25	0	0	0	0
IGKV2-24	0	0	0	0
IGKV2-23	0	0	0	0
IGKV1-22	0	0	0	0
IGKV6-21	0	0	0	0
IGKV3-20	0	0	0	0
IGKV2-19	0	0	0	0
IGKV2-18	0	0	0	0
IGKV1-17	0	0	0	0
LOC105374857	0	0	0	0
IGKV1-16	0	0	0	0
IGKV3-15	0	0	0	0
IGKV2-14	0	0	0	0
IGKV1-13	0	0	0	0
IGKV1-12	0	0	0	0
LOC105374858	0	0	0	0
IGKV3-11	0	0	0	0
IGKV2-10	0	0	0	0
IGKV1-9	0	0	0	0
IGKV1-8	0	0	0	1
IGKV3-7	0	0	0	0
LOC105374859	0	0	0	0
IGKV1-6	0	0	0	0
LOC107987467	0	0	0	0
IGKV1-5	0	0	0	0
IGKV2-4	0	0	0	0
PGBD4P5	0	0	0	0
IGKV7-3	0	0	0	0
LOC105377636	0	0	0	0
IGKV5-2	0	0	0	0
IGK	57	56	1324	1409
ELMOD3	1872	2059	1982	1832
RETSAT	20036	20903	13912	14881
PEBP1P2	10	16	13	21
TGOLN2	26966	27354	17555	19678
SNRPEP11	0	0	0	0
LOC102724579	2	0	0	3
RNU6-674P	0	0	0	0
TCF7L1-IT1	0	2	0	0
TCF7L1	28	44	50	90
LSM3P3	2	0	0	1
C2orf78	0	0	1	0
DUSP11	2472	2436	2613	2875
TPRKB	641	605	1128	1208
LOC124905592	0	0	0	0
NAT8B	0	2	0	0
LOC112268418	5	20	8	8
ALMS1P1	2	4	0	12
NAT8	0	0	0	0
ALMS1-IT1	24	39	52	51
GNG5P4	0	4	0	2
ALMS1	3742	3840	3841	4794
RPSAP28	0	0	0	0
LOC105374804	0	6	4	2
LINC01822	0	0	0	2
TDRD15	0	0	0	0
LOC124905593	0	0	0	0
APOB	0	6	2	4
OR14I1	0	0	0	0
OR2T27	0	0	0	0
OR2T35	0	0	0	0
OR2T11	0	0	0	0
OR2T10	0	0	0	0
OR2T34	0	0	0	0
LOC105373277	0	0	0	0
OR2AS1P	0	0	0	0
OR2T29	0	0	0	0
LOC124905550	0	0	0	0
NLRP3	165	237	324	334
ZNF496-DT	1703	1788	1170	1416
ZNF496	10121	11300	7011	8213
LOC105373273	0	0	0	0
VN1R5	0	0	0	0
VN1R17P	0	0	0	0
GNG4	173	189	468	523
MTCO3P46	0	0	0	0
MTND3P8	0	0	0	0
MTND4LP21	0	0	0	0
MTND4P10	0	0	0	0
MTND5P19	0	0	0	0
MTND6P14	0	0	0	0
MTCYBP14	0	0	0	0
B3GALNT2	15978	15392	13127	13686
RPS21P1	15	12	10	9
TBCE	3821	4186	4453	4492
LOC100418822	2	10	4	0
FTH1P2	110	193	50	92
LOC124900442	3	5	4	12
RNA5SP18	7	12	0	3
LOC124905421	0	0	0	0
RNA5S17	0	0	0	0
DUSP5P1	256	261	170	133
RNA5S16	0	0	0	0
RNA5S15	0	0	0	0
RNA5S14	0	0	0	0
RNA5S13	0	0	0	0
RNA5S12	0	0	0	0
RNA5S11	0	0	0	0
RNA5S10	0	0	0	0
RNA5S9	0	0	0	0
RNA5S8	0	0	0	0
RHOU	934	1165	658	873
RNA5S7	0	0	0	0
RNA5S6	0	0	0	0
RNA5S5	0	0	0	0
RNA5S4	0	0	0	0
RNA5S3	0	0	0	0
RNA5S2	0	0	0	0
RNA5S1	0	0	0	0
LOC124905435	0	0	0	0
LOC124905434	0	0	0	0
LOC124905432	0	0	0	0
LOC124905431	0	0	0	0
LOC124905430	0	0	0	0
LOC124905429	0	0	0	0
LOC124905428	0	0	0	0
LOC124905427	0	0	0	0
LOC124905426	0	0	0	0
LOC124905425	0	0	0	0
LOC124905424	0	0	0	0
LOC124905423	0	0	0	0
LOC124905438	0	0	0	0
LOC124905437	0	0	0	0
LOC124905436	0	0	0	0
LOC124905433	0	0	0	0
LOC124905422	0	0	0	0
RNA5SP19	0	0	0	0
LOC105373124	33	26	7	11
BTNL10	7	4	6	1
RNF187	44100	42340	22491	22900
H2BU2P	0	0	1	0
MIR4666A	1	1	0	2
H2BU1	793	692	663	789
H2AW	4881	4741	4046	3828
RPL23AP15	2	6	2	2
H3-4	0	6	1	4
TRIM17	26	31	38	22
BPNT2P1	0	0	0	0
RNU5A-8P	36	17	110	91
HHAT	1359	1777	1982	2123
RNASEH1P3	0	0	0	0
LINC02602	2	0	0	0
ST13P19	0	3	0	3
SERTAD4	17	24	146	148
SERTAD4-AS1	2	5	47	32
F13B	2	2	8	2
CFHR5	0	0	3	0
CFHR2	0	0	0	0
LOC105371675	0	0	0	0
CFHR4	0	0	0	0
LOC100996886	0	0	4	0
CFH	34998	35254	14660	16081
MIR4735	1	0	0	0
LOC124904597	116	107	13	20
KCNT2	1404	1249	79	98
LOC105371674	0	0	0	0
LINC02819	2	0	0	0
OR10J4	0	0	0	0
OR10J9P	0	0	0	0
OR10J1	0	0	0	0
OR10J8P	0	0	0	0
OR10J7P	0	0	0	0
OR10J3	0	0	0	0
FCER1A	0	0	0	1
OR10J2P	0	0	0	0
MPTX1	0	0	2	4
BCAN	649	580	497	395
HAPLN2	45	57	10	24
LOC101928177	0	3	0	0
GPATCH4	1735	1903	1483	2224
NAXE	9966	11199	9015	10477
TTC24	2	0	6	1
LOC124904843	3	2	2	1
IQGAP3	3534	2682	8720	8832
MEF2D	18766	17298	20836	21830
MIR9-1HG	8	1	9	5
PPIAL4A	0	0	3	0
RNVU1-19	74	78	73	148
TRN-GTT7-1	8	1	3	5
NOTCH2NLR	39	36	41	33
NBPF26	1072	1666	1616	1930
LOC124904641	2	0	0	0
LOC107985524	4	18	10	5
PDE4DIPP2	2120	2544	1794	2206
PFN1P2	43	26	14	20
LOC124905549	0	0	0	0
